project,task_id,tier,install_t,end_t,duration_h,end_reason,n_modules,skip_count_at_install,owner_dispatched_during,reserved_mod_h,idle_reserved_mod_h,next_demand_gap_h,n_blocked_topskips_during,modules
reify,2374,high,2026-05-03T01:26:33.237715+00:00,2026-05-03T02:26:48.230051+00:00,1.0042,lease_expired,7,2,0,7.029,5.021,7.046,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/expr.rs;crates/reify-compiler/src/guards.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/src/types.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs;crates/reify-types/src/ty.rs
reify,2374,high,2026-05-03T02:27:03.847592+00:00,2026-05-03T03:27:19.055595+00:00,1.0042,lease_expired,7,2,0,7.030,5.021,6.038,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/expr.rs;crates/reify-compiler/src/guards.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/src/types.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs;crates/reify-types/src/ty.rs
reify,2374,high,2026-05-03T03:27:34.760328+00:00,2026-05-03T03:48:19.222287+00:00,0.3457,used,7,2,0,2.420,1.728,5.688,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/expr.rs;crates/reify-compiler/src/guards.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/src/types.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs;crates/reify-types/src/ty.rs
reify,2874,high,2026-05-03T03:48:34.950352+00:00,2026-05-03T04:48:49.304717+00:00,1.0040,lease_expired,9,2,0,9.036,2.008,4.022,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T04:49:05.040726+00:00,2026-05-03T05:49:06.594901+00:00,1.0004,lease_expired,9,2,0,9.004,2.001,3.018,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T05:49:22.217241+00:00,2026-05-03T06:49:24.137951+00:00,1.0005,lease_expired,9,2,0,9.005,2.001,2.013,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T06:49:39.801380+00:00,2026-05-03T07:49:46.707251+00:00,1.0019,lease_expired,9,2,0,9.017,2.004,1.006,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T07:50:02.489496+00:00,2026-05-03T08:50:09.786865+00:00,1.0020,lease_expired,9,2,0,9.018,2.004,0.000,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T08:50:10.421439+00:00,2026-05-03T09:50:15.843644+00:00,1.0015,lease_expired,9,2,0,9.014,2.003,6.038,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T09:50:31.509643+00:00,2026-05-03T10:50:35.796514+00:00,1.0012,lease_expired,9,2,0,9.011,2.002,5.032,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T10:50:51.443082+00:00,2026-05-03T11:50:54.721045+00:00,1.0009,lease_expired,9,2,0,9.008,2.002,4.027,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T11:51:10.362696+00:00,2026-05-03T12:51:14.050092+00:00,1.0010,lease_expired,9,2,0,9.009,2.002,3.022,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T12:51:29.685194+00:00,2026-05-03T13:51:45.160614+00:00,1.0043,lease_expired,9,2,0,9.039,2.009,2.013,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T13:52:01.955802+00:00,2026-05-03T14:52:09.572732+00:00,1.0021,lease_expired,9,2,0,9.019,2.004,1.006,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T14:52:25.232064+00:00,2026-05-03T15:52:31.212648+00:00,1.0017,lease_expired,9,2,0,9.015,4.460,0.000,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T15:52:31.877386+00:00,2026-05-03T16:52:35.982038+00:00,1.0011,lease_expired,9,2,0,9.010,2.002,25.155,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T16:52:51.665528+00:00,2026-05-03T17:52:56.821954+00:00,1.0014,lease_expired,9,2,0,9.013,2.003,24.149,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T17:53:12.443792+00:00,2026-05-03T18:53:21.767356+00:00,1.0026,lease_expired,9,2,0,9.023,2.005,23.142,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T18:53:38.738238+00:00,2026-05-03T19:53:43.702610+00:00,1.0014,lease_expired,9,2,0,9.012,3.908,22.136,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T19:53:59.391358+00:00,2026-05-03T20:54:05.969275+00:00,1.0018,lease_expired,9,2,0,9.016,5.009,21.130,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T20:54:21.730002+00:00,2026-05-03T21:54:24.986288+00:00,1.0009,lease_expired,9,2,0,9.008,5.005,20.125,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T21:54:40.765826+00:00,2026-05-03T22:54:43.986453+00:00,1.0009,lease_expired,9,2,0,9.008,5.004,19.119,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T22:54:59.623220+00:00,2026-05-03T23:55:09.634708+00:00,1.0028,lease_expired,9,2,0,9.025,5.014,18.112,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-03T23:55:25.266928+00:00,2026-05-04T00:55:35.881435+00:00,1.0029,lease_expired,9,2,0,9.027,5.015,17.105,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T00:55:51.497901+00:00,2026-05-04T01:55:56.514241+00:00,1.0014,lease_expired,9,2,0,9.013,5.007,16.099,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T01:56:12.171422+00:00,2026-05-04T02:56:17.434533+00:00,1.0015,lease_expired,9,2,0,9.013,5.007,15.093,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T02:56:33.071870+00:00,2026-05-04T03:56:38.042607+00:00,1.0014,lease_expired,9,2,0,9.012,5.007,14.088,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T03:56:53.803733+00:00,2026-05-04T04:57:01.432891+00:00,1.0021,lease_expired,9,2,0,9.019,5.011,13.081,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T04:57:17.133174+00:00,2026-05-04T05:57:24.034044+00:00,1.0019,lease_expired,9,2,0,9.017,5.010,12.075,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T05:57:39.844865+00:00,2026-05-04T06:57:44.892853+00:00,1.0014,lease_expired,9,2,0,9.013,5.007,11.069,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T06:58:00.572397+00:00,2026-05-04T07:58:05.715804+00:00,1.0014,lease_expired,9,2,0,9.013,5.007,10.063,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T07:58:21.404235+00:00,2026-05-04T08:58:27.490213+00:00,1.0017,lease_expired,9,2,0,9.015,5.008,9.057,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T08:58:43.189352+00:00,2026-05-04T09:58:54.452304+00:00,1.0031,lease_expired,9,2,0,9.028,5.016,8.050,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T09:59:10.251465+00:00,2026-05-04T10:59:16.787418+00:00,1.0018,lease_expired,9,2,0,9.016,5.009,7.044,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T10:59:32.580881+00:00,2026-05-04T11:59:38.776599+00:00,1.0017,lease_expired,9,2,0,9.015,5.009,6.037,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T11:59:54.471196+00:00,2026-05-04T13:00:00.417815+00:00,1.0017,lease_expired,9,2,0,9.015,5.008,5.031,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T13:00:16.114755+00:00,2026-05-04T14:00:22.317842+00:00,1.0017,lease_expired,9,2,0,9.016,5.009,4.025,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T14:00:37.962697+00:00,2026-05-04T15:00:44.692346+00:00,1.0019,lease_expired,9,2,0,9.017,5.009,3.019,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T15:01:00.398168+00:00,2026-05-04T16:01:08.141065+00:00,1.0022,lease_expired,9,2,0,9.019,5.011,2.013,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T16:01:23.794854+00:00,2026-05-04T17:01:31.097591+00:00,1.0020,lease_expired,9,2,0,9.018,5.010,1.006,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T17:01:46.786869+00:00,2026-05-04T18:01:51.419863+00:00,1.0013,lease_expired,9,2,0,9.012,5.006,0.001,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T18:01:55.381227+00:00,2026-05-04T19:02:08.338228+00:00,1.0036,lease_expired,9,2,0,9.032,4.014,2.013,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T19:02:24.028997+00:00,2026-05-04T20:02:34.033952+00:00,1.0028,lease_expired,9,2,0,9.025,4.011,1.006,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T20:02:49.834812+00:00,2026-05-04T21:02:53.622716+00:00,1.0011,lease_expired,9,2,0,9.009,4.004,0.000,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2874,high,2026-05-04T21:02:54.305002+00:00,2026-05-04T22:02:55.597747+00:00,1.0004,lease_expired,9,2,0,9.003,4.001,3.872,0,crates/reify-eval/src/dispatcher.rs;crates/reify-eval/src/engine_admin.rs;crates/reify-eval/src/engine_build.rs;crates/reify-eval/src/engine_tolerance.rs;crates/reify-eval/src/geometry_ops.rs;crates/reify-eval/src/lib.rs;crates/reify-eval/src/realization_cache.rs;crates/reify-eval/tests/tolerance_dispatch_budget.rs;crates/reify-eval/tests/tolerance_wiring_e2e.rs
reify,2872,high,2026-05-04T21:31:06.376155+00:00,2026-05-04T22:31:20.605752+00:00,1.0040,lease_expired,3,2,0,3.012,1.004,44.317,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-04T22:31:36.297646+00:00,2026-05-04T23:31:44.366799+00:00,1.0022,lease_expired,3,2,0,3.007,1.002,43.310,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-04T23:32:00.214861+00:00,2026-05-05T00:32:08.067562+00:00,1.0022,lease_expired,3,2,0,3.007,1.002,42.303,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T00:32:23.744688+00:00,2026-05-05T01:32:32.193332+00:00,1.0023,lease_expired,3,2,0,3.007,1.002,41.297,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T01:32:47.906464+00:00,2026-05-05T02:32:52.483040+00:00,1.0013,lease_expired,3,2,0,3.004,1.001,40.291,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T02:33:08.141242+00:00,2026-05-05T03:33:17.559161+00:00,1.0026,lease_expired,3,2,0,3.008,1.003,39.284,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T03:33:33.244195+00:00,2026-05-05T04:33:40.969767+00:00,1.0021,lease_expired,3,2,0,3.006,1.002,38.278,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T04:33:56.654896+00:00,2026-05-05T05:34:06.159709+00:00,1.0026,lease_expired,3,2,0,3.008,1.003,37.271,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T05:34:21.776009+00:00,2026-05-05T06:34:30.256419+00:00,1.0024,lease_expired,3,2,0,3.007,1.002,36.264,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T06:34:46.084901+00:00,2026-05-05T07:34:54.682027+00:00,1.0024,lease_expired,3,2,0,3.007,1.002,35.257,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
reify,2872,high,2026-05-05T07:35:10.336726+00:00,2026-05-05T08:35:18.817678+00:00,1.0024,lease_expired,3,2,0,3.007,1.002,34.250,0,crates/reify-compiler/src/entity.rs;crates/reify-compiler/src/scope.rs;crates/reify-compiler/tests/match_arm_decl_group_compile_tests.rs
