project,task_id,tier,install_t,end_t,duration_h,end_reason,n_modules,skip_count_at_install,owner_dispatched_during,reserved_mod_h,idle_reserved_mod_h,next_demand_gap_h,n_blocked_topskips_during,modules
dark_factory,729,,2026-04-11T11:00:51.025963+00:00,2026-04-11T11:20:56.054119+00:00,0.3347,used,5,4,0,1.674,1.005,4.772,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_steward.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py
dark_factory,539,,2026-04-11T11:21:55.117874+00:00,2026-04-11T16:00:40.834247+00:00,4.6460,lease_expired,2,4,0,9.292,0.000,27.310,0,dashboard/src/dashboard/data;dashboard/tests/test_burndown_data.py
dark_factory,539,,2026-04-11T16:00:47.545252+00:00,2026-04-11T16:06:28.387545+00:00,0.0947,used,2,4,0,0.189,0.032,27.214,0,dashboard/src/dashboard/data;dashboard/tests/test_burndown_data.py
dark_factory,549,,2026-04-11T16:06:30.426208+00:00,2026-04-11T21:01:01.607631+00:00,4.9087,lease_expired,1,4,0,4.909,0.000,0.107,0,fused-memory/src/fused_memory/backends
dark_factory,729,,2026-04-11T16:10:20.657678+00:00,2026-04-11T21:01:01.608371+00:00,4.8447,lease_expired,8,4,0,38.758,0.000,1.371,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
dark_factory,729,,2026-04-11T21:03:00.522781+00:00,2026-04-11T22:23:17.721777+00:00,1.3381,lease_expired,8,4,0,10.705,2.098,0.000,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
dark_factory,729,,2026-04-11T22:23:18.424377+00:00,2026-04-12T06:33:24.796816+00:00,8.1684,era_death,8,4,0,65.347,16.337,12.458,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
dark_factory,561,,2026-04-12T19:04:19.247186+00:00,2026-04-12T19:17:59.898047+00:00,0.2280,lease_expired,3,4,0,0.684,0.228,0.000,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_stages.py;fused-memory/tests/test_task_filter.py
dark_factory,729,,2026-04-12T19:05:45.269453+00:00,2026-04-12T19:21:27.055656+00:00,0.2616,lease_expired,8,4,0,2.093,0.823,0.000,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
dark_factory,729,,2026-04-12T19:21:36.632058+00:00,2026-04-12T20:15:25.142473+00:00,0.8968,lease_expired,8,4,0,7.174,4.297,0.000,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
dark_factory,729,,2026-04-12T20:15:48.133131+00:00,2026-04-13T00:03:29.990294+00:00,3.7950,lease_expired,8,4,0,30.360,14.891,0.000,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
